Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
0.164,0.0,241.79,0.8,0,0,0,6,7,0
0.718,0.106,241.84,3.0,0,0,1,23,3,1
0.312,0.252,242.38,1.6,0,1,0,23,6,1
0.51,0.284,239.3,2.4,0,1,0,20,1,1
0.432,0.092,247.08,1.8,0,0,0,16,2,0
1.684,0.222,242.53,7.0,0,0,18,14,3,18
0.722,0.082,246.82,3.0,0,1,0,14,12,1
0.27,0.0,243.4,1.2,0,0,0,30,3,0
0.834,0.0,241.27,3.6,0,0,0,6,1,0
0.352,0.118,241.68,1.4,0,0,1,5,5,1
0.808,0.2,248.8,3.2,0,1,1,10,2,2
2.266,0.192,236.77,9.6,0,0,17,20,2,17
0.382,0.098,244.85,1.6,0,0,0,6,2,0
0.97,0.252,242.21,4.2,0,1,12,2,9,13
0.08,0.0,240.81,0.2,0,0,1,8,8,1
0.234,0.0,243.81,1.0,2,0,0,28,5,2
2.002,0.094,241.13,8.2,0,1,19,18,10,20
0.432,0.0,243.91,1.8,0,0,1,27,2,1
1.692,0.134,247.3,7.0,0,0,18,14,12,18
1.188,0.06,240.05,4.8,0,0,0,18,3,0
1.78,0.38,242.2,8.4,0,0,0,24,7,0
0.334,0.202,243.75,1.6,0,1,1,5,6,2
0.364,0.226,239.79,1.8,0,0,1,22,5,1
1.854,0.14,240.12,7.6,0,1,18,25,1,19
1.666,0.2,235.17,7.0,0,1,17,31,5,18
1.256,0.084,234.9,5.2,0,0,17,8,9,17
0.23,0.138,241.53,1.0,0,0,0,16,4,0
0.324,0.0,246.26,1.4,0,0,1,5,12,1
4.452,0.232,239.82,18.6,0,32,19,21,10,51
3.744,0.16,236.41,16.8,0,23,0,18,3,23
2.524,0.32,237.86,10.6,1,18,1,28,3,20
0.334,0.116,244.42,1.4,0,1,1,22,1,2
0.436,0.072,239.83,1.8,0,0,1,14,9,1
1.402,0.0,246.24,5.6,0,0,20,18,2,20
0.278,0.06,245.39,1.2,0,0,0,21,2,0
1.452,0.062,240.42,6.0,0,0,1,21,3,1
0.322,0.25,240.19,1.6,0,1,1,1,7,2
0.9,0.246,241.21,3.8,0,1,0,30,11,1
0.41,0.0,237.6,1.8,0,0,0,8,10,0
4.49,0.0,234.05,19.2,0,0,1,7,6,1
1.394,0.064,240.55,5.8,0,0,18,26,3,18
1.778,0.204,242.48,7.6,0,0,1,17,9,1
0.54,0.262,241.71,2.4,1,1,0,21,12,2
0.212,0.096,233.58,1.0,0,0,0,23,7,0
0.268,0.126,241.94,1.2,0,0,1,7,9,1
0.254,0.0,242.55,1.0,0,0,0,16,10,0
2.544,0.072,235.33,10.8,0,0,17,22,11,17
0.948,0.166,244.86,4.0,0,0,11,15,4,11
2.952,0.14,238.23,12.4,0,3,18,15,11,21
0.158,0.0,243.67,0.6,0,0,0,8,8,0
0.24,0.114,243.72,1.0,0,2,1,31,5,3
0.438,0.1,246.9,1.8,0,1,1,10,11,2
1.182,0.0,247.03,4.8,0,0,1,29,12,1
0.386,0.188,239.88,1.8,0,1,0,3,4,1
0.372,0.0,239.51,1.6,0,0,0,26,1,0
0.41,0.074,243.17,1.6,0,0,0,20,2,0
1.646,0.084,238.88,6.8,0,0,18,1,6,18
0.308,0.114,243.13,1.4,0,0,0,1,11,0
3.806,0.306,235.49,16.2,0,1,28,11,6,29
0.394,0.202,244.43,1.8,0,1,1,22,10,2
3.18,0.15,237.47,13.4,0,0,18,8,10,18
0.084,0.0,244.95,0.2,0,0,1,27,8,1
0.18,0.152,240.76,0.8,0,0,1,27,8,1
0.286,0.0,232.63,1.2,0,0,0,28,5,0
0.288,0.074,247.08,1.2,0,0,0,28,12,0
1.258,0.592,243.74,5.6,0,0,0,13,12,0
0.214,0.0,250.8,0.8,0,0,0,21,12,0
1.324,0.204,232.63,5.6,1,0,17,1,8,18
1.364,0.0,242.54,5.6,0,0,18,26,11,18
4.486,0.098,234.2,19.0,0,36,18,14,5,54
3.7,0.234,239.24,15.4,0,57,0,15,3,57
0.288,0.246,240.68,1.6,0,1,0,14,9,1
0.222,0.1,240.95,1.0,0,1,0,4,7,1
0.218,0.0,244.55,0.8,0,0,0,14,2,0
1.488,0.064,243.56,6.0,0,0,19,23,1,19
0.256,0.0,242.55,1.0,0,0,0,2,3,0
2.152,0.054,239.39,9.0,0,0,18,10,5,18
3.016,0.094,238.3,12.6,0,0,0,14,12,0
0.462,0.334,239.37,2.4,0,1,0,13,4,1
0.158,0.0,241.37,0.6,0,0,1,22,9,1
2.022,0.088,241.38,8.4,0,2,18,4,3,20
0.342,0.24,240.97,1.6,0,1,1,22,7,2
2.914,0.0,234.13,12.4,0,0,16,11,2,16
1.778,0.206,242.83,7.2,1,1,19,3,12,21
0.302,0.236,243.11,1.6,0,0,1,4,7,1
0.722,0.188,243.29,3.0,0,1,1,23,9,2
0.294,0.0,245.56,1.2,0,0,1,1,12,1
1.634,0.0,239.99,6.8,0,0,19,25,2,19
0.416,0.106,245.68,1.8,0,0,0,23,1,0
3.578,0.092,231.16,15.4,0,34,16,11,8,50
0.39,0.188,239.84,1.8,0,0,0,31,1,0
1.284,0.0,240.53,5.2,0,0,17,8,4,17
0.27,0.0,245.23,1.0,0,0,0,7,4,0
0.186,0.0,241.67,0.8,0,0,0,13,5,0
1.59,0.086,242.91,6.4,0,0,19,2,4,19
0.962,0.268,243.51,4.0,0,0,12,16,11,12
0.22,0.0,244.06,1.0,0,0,0,11,2,0
0.156,0.124,241.3,0.8,0,0,0,11,8,0
5.654,0.082,235.18,24.0,1,36,17,13,3,54
0.354,0.066,242.23,1.4,0,0,1,22,4,1
0.16,0.0,242.14,0.6,0,0,1,12,8,1
1.372,0.0,241.14,5.6,0,0,17,13,3,17
0.504,0.0,240.65,2.2,0,0,1,21,5,1
1.594,0.174,248.02,6.4,0,0,20,22,10,20
1.184,0.0,238.39,4.8,0,0,18,1,7,18
0.228,0.086,239.76,1.0,0,0,1,6,8,1
3.622,0.308,237.92,15.2,0,1,17,24,1,18
2.374,0.0,243.35,9.6,0,0,0,28,1,0
4.974,0.202,237.51,21.2,35,1,18,2,10,54
0.226,0.0,245.08,1.0,0,0,0,23,11,0
4.518,0.338,233.89,19.6,1,64,1,6,9,66
0.488,0.192,239.23,2.2,0,0,0,1,2,0
0.31,0.076,246.42,1.2,0,1,0,25,3,1
0.19,0.15,240.52,1.0,0,0,0,11,8,0
0.276,0.094,242.29,1.2,0,0,1,2,6,1
0.26,0.13,243.12,1.2,0,1,0,12,8,1
0.462,0.21,241.28,2.2,0,0,1,7,5,1
0.246,0.0,244.79,1.0,0,0,1,22,11,1
1.4,0.084,240.88,5.8,0,0,18,13,3,18
0.256,0.132,239.86,1.2,0,0,1,23,5,1
0.284,0.0,243.6,1.2,0,0,1,5,10,1
0.32,0.094,239.58,1.4,0,1,1,28,4,2
1.392,0.052,236.09,5.8,2,0,17,3,6,19
1.364,0.0,240.92,5.6,0,0,19,30,6,19
3.446,0.074,236.9,14.4,0,0,17,8,2,17
0.212,0.084,240.44,1.0,0,0,1,9,7,1
1.734,0.174,238.48,7.2,0,1,18,26,4,19
1.478,0.0,241.92,6.2,0,0,18,1,4,18
0.366,0.212,244.9,2.0,0,1,0,30,12,1
0.242,0.232,241.76,1.4,0,1,0,18,6,1
0.376,0.174,241.37,1.8,0,1,1,14,8,2
0.274,0.0,243.54,1.2,0,0,1,2,3,1
5.074,0.0,237.79,21.2,0,0,17,9,1,17
0.326,0.0,244.02,1.4,0,0,0,30,1,0
1.552,0.0,242.38,6.4,0,2,19,29,9,21
0.21,0.1,239.97,1.0,0,1,1,19,6,2
1.478,0.204,240.87,6.2,0,2,18,31,12,20
0.142,0.0,243.42,0.6,0,0,1,30,7,1
1.636,0.066,245.74,6.6,0,0,19,23,3,19
0.262,0.134,243.56,1.2,0,0,1,20,8,1
2.614,0.062,241.17,10.8,0,0,0,20,11,0
1.684,0.196,245.07,7.0,0,0,18,25,3,18
0.608,0.06,242.56,2.4,0,0,0,22,10,0
3.28,0.254,240.78,13.6,0,0,18,9,12,18
1.458,0.326,240.4,6.2,0,1,18,28,7,19
0.564,0.088,244.61,2.2,0,0,0,22,10,0
0.556,0.106,239.25,2.2,0,0,0,7,9,0
0.4,0.214,239.61,1.8,0,1,0,22,10,1
0.254,0.048,240.48,1.2,0,0,0,4,11,0
1.81,0.086,236.28,7.6,0,0,17,16,10,17
0.422,0.24,244.03,2.0,0,1,0,20,1,1
0.422,0.106,243.48,1.8,0,0,1,16,9,1
1.254,0.058,238.53,5.2,0,0,18,27,9,18
1.356,0.116,232.57,5.8,0,0,16,13,8,16
0.31,0.048,244.12,1.4,0,0,1,2,4,1
0.294,0.0,243.86,1.2,1,0,0,13,2,1
0.428,0.198,241.49,1.8,0,0,0,6,2,0
0.406,0.234,234.1,2.0,0,1,0,30,5,1
1.326,0.0,242.06,5.4,1,0,18,25,8,19
0.104,0.0,241.81,0.4,0,0,0,19,8,0
1.378,0.058,241.93,5.6,0,0,18,24,2,18
0.216,0.108,241.15,1.0,0,1,0,12,7,1
1.766,0.262,236.65,7.6,0,1,19,25,10,20
3.784,0.25,239.11,16.0,0,24,18,27,8,42
0.302,0.0,244.41,1.2,0,0,1,17,5,1
0.36,0.11,242.41,1.6,0,0,1,19,6,1
0.404,0.218,242.17,1.8,0,1,1,30,4,2
0.318,0.092,243.26,1.4,0,0,0,14,3,0
0.314,0.068,243.53,1.4,0,0,0,30,11,0
0.328,0.21,244.45,1.6,0,0,1,5,7,1
1.71,0.094,237.53,7.2,0,1,17,12,10,18
2.514,0.132,233.39,10.8,0,0,17,21,12,17
0.346,0.126,244.76,1.4,1,0,1,12,5,2
1.452,0.222,238.7,7.0,15,1,1,20,9,17
0.364,0.114,233.41,1.6,0,1,0,18,5,1
0.23,0.0,242.02,1.0,0,0,0,13,3,0
1.476,0.076,239.43,6.2,0,0,0,20,12,0
0.546,0.0,240.07,2.2,0,0,0,20,3,0
1.364,0.17,236.46,5.8,0,0,18,8,6,18
0.79,0.0,238.56,3.6,0,0,0,24,9,0
1.512,0.17,243.18,6.2,0,1,18,3,12,19
0.13,0.0,238.96,0.6,0,1,0,15,8,1
0.216,0.0,244.58,0.8,0,0,0,14,2,0
1.368,0.23,240.0,5.6,0,1,18,24,8,19
0.214,0.078,226.68,1.0,0,0,0,18,7,0
1.898,0.148,242.17,7.8,0,0,18,29,1,18
1.236,0.052,234.65,5.2,0,0,17,4,6,17
1.388,0.088,240.69,5.8,0,0,18,22,11,18
0.138,0.0,236.78,0.6,0,0,0,3,8,0
0.38,0.136,240.63,1.6,0,1,0,8,10,1
3.93,0.086,238.84,16.4,0,37,17,12,1,54
0.208,0.08,242.01,0.8,0,0,0,25,6,0
0.256,0.092,233.88,1.2,0,2,1,4,6,3
0.346,0.116,242.44,1.4,0,0,1,27,4,1
1.42,0.384,240.02,6.0,0,1,1,13,5,2
0.862,0.358,239.42,3.8,0,0,11,14,8,11
2.408,0.08,238.53,10.0,0,0,18,16,2,18
0.256,0.104,241.84,1.2,0,0,1,15,7,1
1.652,0.19,246.17,6.6,0,2,19,16,1,21
1.374,0.086,239.16,5.6,0,1,18,16,4,19
0.272,0.074,242.52,1.2,0,0,1,25,8,1
0.246,0.0,246.25,1.0,0,0,0,30,1,0
0.226,0.082,240.74,1.0,0,0,0,3,9,0
1.812,0.178,232.74,7.8,0,3,16,27,5,19
2.038,0.15,245.2,8.2,0,0,20,4,1,20
0.4,0.224,243.07,1.8,0,2,0,22,3,2
0.314,0.116,247.26,1.4,0,0,0,22,12,0
2.306,0.282,240.7,10.0,0,0,18,20,10,18
0.81,0.154,239.91,4.4,0,0,0,18,6,0
1.414,0.182,238.65,5.8,0,1,18,6,4,19
2.752,0.096,236.09,11.6,0,0,17,3,2,17
2.368,0.0,239.72,9.8,2,0,17,30,3,19
3.706,0.0,236.55,15.6,0,36,17,29,2,53
1.382,0.192,234.99,5.8,1,1,18,23,6,20
0.448,0.0,241.29,2.0,0,0,0,31,1,0
1.4,0.0,240.71,6.2,0,0,0,2,1,0
0.718,0.272,242.97,3.2,0,0,0,12,11,0
0.388,0.214,243.85,1.8,0,1,1,24,4,2
0.152,0.0,240.08,0.6,0,0,1,5,9,1
1.61,0.342,242.93,6.8,0,0,19,9,12,19
3.13,0.088,234.67,13.2,0,0,17,12,12,17
0.314,0.222,240.59,1.6,0,0,0,23,7,0
0.364,0.138,246.69,1.6,0,1,1,7,2,2
1.434,0.086,239.31,6.0,0,0,18,22,8,18
0.286,0.102,240.13,1.2,0,1,0,12,4,1
0.466,0.0,245.06,1.8,0,0,0,21,1,0
0.394,0.114,240.92,1.8,0,1,1,30,6,2
1.32,0.0,246.35,5.2,0,0,0,26,12,0
5.004,0.23,235.15,21.2,0,33,18,21,11,51
0.872,0.364,240.06,3.8,1,1,0,13,9,2
1.428,0.18,237.65,6.0,0,0,17,9,1,17
1.6,0.0,243.25,6.6,0,0,18,1,2,18
2.186,0.186,239.07,9.2,0,0,17,24,11,17
0.318,0.136,243.91,1.4,0,0,0,25,2,0
0.334,0.234,240.28,1.6,0,2,0,29,7,2
0.538,0.15,244.25,2.2,0,0,1,17,4,1
0.396,0.0,240.0,1.6,0,0,0,3,10,0
2.97,0.26,237.97,12.4,0,0,18,2,1,18
0.27,0.062,241.22,1.2,0,0,0,9,6,0
0.134,0.0,240.55,0.6,0,0,1,24,7,1
0.258,0.122,241.35,1.2,0,0,0,13,8,0
0.646,0.272,238.14,3.0,0,0,0,10,7,0
0.366,0.092,245.42,1.6,0,0,0,13,11,0
0.224,0.0,244.81,0.8,0,0,1,31,10,1
3.598,0.198,234.81,15.4,0,0,17,3,1,17
1.438,0.0,241.73,5.8,0,0,18,18,4,18
0.368,0.206,240.5,1.8,0,1,0,13,4,1
0.332,0.076,245.35,1.4,0,0,0,29,1,0
0.42,0.226,245.56,1.8,0,0,1,9,5,1
5.874,0.236,232.49,25.2,43,0,17,12,4,60
1.696,0.086,244.42,6.8,0,0,19,3,2,19
1.468,0.256,240.97,6.2,0,2,0,31,12,2
0.212,0.074,237.62,1.0,0,0,0,2,9,0
0.222,0.106,241.87,1.0,0,0,0,20,5,0
0.214,0.0,240.39,1.0,0,0,0,13,1,0
0.592,0.0,240.1,2.4,0,0,0,23,11,0
1.322,0.062,242.43,5.4,0,0,19,21,10,19
2.54,0.268,239.9,10.6,0,0,17,12,1,17
0.138,0.0,239.08,0.6,0,0,1,29,6,1
1.444,0.0,240.58,6.0,0,0,18,18,4,18
0.842,0.468,238.8,4.8,0,1,1,2,10,2
0.354,0.208,241.91,1.6,0,2,0,8,7,2
1.378,0.0,238.04,5.8,0,1,18,2,10,19
3.032,0.212,234.4,12.8,0,0,17,11,3,17
0.188,0.0,239.22,0.8,0,0,1,24,9,1
3.276,0.232,239.61,13.6,0,0,19,13,12,19
1.584,0.06,241.38,6.4,0,0,18,11,1,18
1.71,0.064,241.23,7.0,0,1,18,14,3,19
2.314,0.0,239.79,9.6,0,0,18,13,9,18
2.566,0.536,238.58,11.0,1,1,18,10,10,20
0.814,0.0,242.13,3.4,0,0,0,22,5,0
0.386,0.268,242.51,2.0,0,0,1,14,7,1
1.498,0.204,243.69,6.2,0,0,19,1,2,19
0.696,0.056,244.72,2.8,0,0,0,29,10,0
0.246,0.128,243.54,1.2,0,0,0,28,6,0
0.618,0.144,238.05,2.6,0,4,0,10,7,4
1.808,0.124,248.14,7.2,0,0,20,11,12,20
1.07,0.048,240.23,4.4,0,0,0,20,3,0
1.634,0.122,240.59,6.8,2,0,18,11,4,20
0.24,0.0,243.88,1.0,0,0,0,24,10,0
3.024,0.496,239.42,13.4,30,2,9,12,6,41
3.548,0.216,237.39,14.8,38,0,0,27,8,38
1.552,0.196,242.56,6.4,2,0,18,4,4,20
0.246,0.118,242.08,1.0,0,2,0,22,6,2
1.296,0.0,239.52,5.4,0,0,17,13,2,17
1.35,0.0,242.97,5.4,0,0,19,16,6,19
1.476,0.106,239.12,6.2,0,1,17,23,9,18
0.248,0.072,241.54,1.2,0,1,1,16,9,2
0.312,0.0,240.19,1.4,0,0,1,8,7,1
0.228,0.116,235.08,1.0,0,0,1,3,8,1
1.212,0.202,237.47,5.2,0,2,0,17,4,2
1.64,0.13,241.92,6.8,0,0,18,14,2,18
1.676,0.336,242.41,7.0,0,2,19,8,3,21
4.364,0.166,233.98,18.6,0,1,17,23,11,18
1.32,0.0,238.9,5.4,0,0,1,12,2,1
1.604,0.15,241.96,6.6,0,1,18,7,12,19
0.452,0.286,238.62,2.2,0,1,0,3,10,1
1.504,0.218,243.37,6.2,0,0,19,2,2,19
1.312,0.0,239.3,5.4,0,0,18,18,4,18
2.208,0.226,239.33,9.2,1,0,19,30,5,20
0.354,0.142,249.05,1.4,0,0,1,17,12,1
0.62,0.132,243.8,2.6,0,1,0,10,1,1
1.038,0.452,241.28,4.6,0,1,12,28,7,13
0.434,0.34,244.89,2.2,0,1,0,3,1,1
1.386,0.184,241.68,5.8,0,1,18,5,7,19
0.234,0.0,239.23,1.0,0,0,0,2,9,0
0.47,0.252,239.75,2.2,0,2,1,2,6,3
1.896,0.128,241.35,7.8,0,0,0,27,3,0
0.286,0.088,240.34,1.2,0,0,0,9,4,0
0.834,0.05,240.83,3.4,0,0,0,28,3,0
0.368,0.19,240.98,1.6,0,0,1,21,6,1
0.216,0.0,244.74,0.8,0,0,0,22,1,0
0.318,0.058,245.35,1.2,0,1,1,30,9,2
1.78,0.2,239.52,7.4,0,0,17,24,3,17
2.67,0.288,239.81,11.4,0,23,19,12,9,42
1.802,0.094,242.0,7.4,0,0,19,9,11,19
3.39,0.074,238.8,14.2,0,0,18,18,2,18
0.3,0.072,235.79,1.2,0,0,0,22,5,0
3.244,0.0,239.52,13.6,2,0,18,22,12,20
1.37,0.0,241.97,5.6,0,0,18,16,1,18
0.248,0.074,240.54,1.0,0,0,1,29,9,1
1.672,0.08,237.58,7.0,0,1,17,28,9,18
0.334,0.07,244.09,1.4,0,0,0,14,7,0
0.284,0.0,244.89,1.2,0,0,1,24,1,1
0.312,0.116,250.06,1.2,0,0,0,20,12,0
2.332,0.086,240.11,9.6,0,0,0,16,11,0
0.338,0.118,243.01,1.6,0,1,0,19,12,1
0.324,0.088,236.21,1.4,0,0,0,27,5,0
0.292,0.124,241.05,1.4,0,0,1,18,9,1
2.988,0.35,237.66,12.6,39,0,1,21,9,40
0.544,0.264,241.72,2.4,0,0,1,27,5,1
0.298,0.186,245.37,1.4,0,0,1,15,8,1
0.556,0.156,248.36,2.4,0,0,0,1,12,0
0.434,0.26,243.53,2.0,0,2,1,23,3,3
1.318,0.0,243.68,5.4,0,0,18,7,1,18
1.376,0.084,240.6,5.6,0,0,18,9,3,18
1.378,0.096,238.36,5.8,0,0,17,27,1,17
1.854,0.332,243.36,7.6,1,1,20,25,10,22
0.236,0.122,241.1,1.0,0,0,1,23,6,1
1.66,0.284,237.11,7.0,0,1,18,1,6,19
1.606,0.2,240.46,6.8,1,0,1,21,6,2
1.574,0.502,245.47,6.6,0,1,11,29,11,12
0.326,0.12,243.73,1.4,0,0,0,24,2,0
0.206,0.0,242.71,0.8,0,0,0,1,11,0
2.616,0.196,237.41,11.0,0,37,0,4,9,37
1.376,0.0,241.97,5.6,0,1,19,17,3,20
0.216,0.05,246.26,0.8,0,0,0,9,12,0
1.77,0.0,245.91,7.2,0,0,20,31,12,20
0.322,0.246,238.35,1.6,0,1,0,14,6,1
1.044,0.22,238.72,4.6,0,1,1,27,5,2
2.49,0.252,237.4,10.4,0,37,1,5,7,38
0.324,0.096,243.04,1.4,0,0,0,27,3,0
0.244,0.074,242.09,1.0,0,1,1,22,9,2
1.596,0.204,237.1,6.8,0,1,18,5,8,19
0.65,0.0,232.61,2.8,0,0,0,24,7,0
1.602,0.13,243.94,6.6,0,0,18,2,4,18
0.406,0.108,242.02,1.6,0,0,1,6,10,1
0.322,0.218,241.57,1.6,0,0,1,30,7,1
1.906,0.212,238.67,8.8,0,0,0,11,2,0
0.396,0.062,241.63,1.8,0,0,0,5,3,0
2.228,0.198,233.97,9.6,0,1,17,26,1,18
0.346,0.11,240.15,1.4,0,0,1,1,5,1
0.336,0.132,245.94,1.4,0,0,1,2,12,1
2.012,0.224,237.78,8.6,0,0,17,1,2,17
0.232,0.0,244.99,1.0,0,0,1,25,5,1
1.556,0.056,245.0,6.4,0,0,0,1,2,0
0.08,0.0,240.28,0.2,0,0,0,28,8,0
1.812,0.05,247.57,7.2,2,0,0,28,12,2
2.798,0.082,245.21,11.4,0,0,19,6,12,19
1.364,0.052,243.5,5.6,0,0,18,17,12,18
1.374,0.082,241.57,5.6,0,2,19,13,10,21
1.482,0.088,247.3,6.0,0,2,20,26,10,22
0.396,0.238,241.57,1.8,0,1,1,6,10,2
1.648,0.24,240.87,6.8,0,0,17,14,11,17
0.27,0.0,247.53,1.2,0,0,0,7,3,0
0.254,0.0,245.71,1.0,0,0,0,14,12,0
1.48,0.074,239.74,6.2,0,0,19,13,2,19
1.466,0.0,246.74,5.8,0,0,19,16,12,19
1.68,0.328,236.59,7.2,0,1,17,8,5,18
0.302,0.064,245.37,1.2,0,0,0,10,12,0
0.508,0.0,241.13,2.2,0,0,0,29,1,0
1.44,0.108,240.09,6.0,1,1,18,19,6,20
1.734,0.0,242.32,7.2,0,1,18,30,1,19
0.326,0.098,243.22,1.4,0,0,0,14,2,0
0.214,0.118,244.03,1.0,0,0,0,20,9,0
1.642,0.096,243.07,6.8,0,1,18,11,12,19
2.98,0.242,237.97,12.8,0,0,18,24,5,18
1.458,0.048,239.96,6.0,0,0,18,30,1,18
0.15,0.0,240.71,0.6,0,0,1,26,9,1
1.836,0.0,238.53,7.6,0,0,1,4,5,1
1.968,0.13,239.85,8.2,0,0,17,6,1,17
2.574,0.052,237.85,10.8,37,1,1,13,7,39
0.186,0.0,241.22,0.8,0,0,1,5,9,1
0.304,0.058,241.02,1.4,0,0,0,6,3,0
1.106,0.162,240.03,4.6,0,2,0,9,6,2
1.524,0.228,242.23,6.2,0,0,19,23,5,19
1.138,0.076,243.64,4.6,0,0,1,29,12,1
3.056,0.0,236.25,12.8,0,0,17,29,3,17
0.434,0.18,242.73,2.0,0,2,0,14,7,2
0.394,0.37,241.85,2.2,0,2,0,24,8,2
0.384,0.09,243.13,1.6,0,0,0,9,12,0
1.692,0.096,241.91,7.0,0,0,18,4,3,18
0.222,0.118,239.49,1.0,0,2,0,4,8,2
1.228,0.076,240.33,5.0,0,0,18,7,9,18
4.364,0.28,236.83,18.4,0,0,17,22,12,17
3.458,0.398,242.69,14.4,0,34,19,17,3,53
2.654,0.238,239.69,11.0,0,0,30,7,6,30
0.206,0.102,239.9,1.0,0,0,1,8,8,1
1.942,0.0,240.3,8.0,0,1,0,5,10,1
2.044,0.0,241.42,8.4,0,0,18,24,2,18
3.3,0.174,236.55,14.0,0,2,17,2,2,19
0.2,0.056,238.88,0.8,0,0,0,27,10,0
0.914,0.232,241.35,3.8,0,0,12,16,10,12
0.352,0.094,242.61,1.4,0,0,0,23,4,0
2.424,0.1,241.7,10.0,0,2,0,20,2,2
1.514,0.114,240.97,6.2,0,0,18,29,12,18
3.496,0.236,236.56,14.8,0,2,17,12,12,19
0.236,0.0,237.32,1.0,0,0,1,23,10,1
0.266,0.096,243.47,1.2,0,0,0,9,7,0
0.308,0.082,241.31,1.2,0,1,0,23,10,1
3.804,0.556,237.46,16.2,1,1,18,31,1,20
2.342,0.062,241.32,9.6,0,0,18,14,10,18
0.228,0.086,238.72,1.0,0,0,1,7,8,1
0.282,0.1,240.08,1.2,0,0,0,8,7,0
1.496,0.182,237.9,6.2,0,0,18,20,4,18
0.508,0.052,243.56,2.0,0,0,1,3,5,1
0.218,0.114,237.05,1.0,0,1,0,10,7,1
0.532,0.158,239.43,2.4,0,0,1,13,7,1
0.802,0.084,236.05,3.4,0,0,0,25,9,0
0.252,0.188,239.8,1.2,0,2,0,25,6,2
0.358,0.078,243.89,1.6,0,0,0,7,4,0
0.236,0.0,243.8,1.0,0,0,0,29,12,0
1.476,0.124,238.38,6.2,1,2,18,28,8,21
1.34,0.106,236.29,5.6,0,0,17,29,3,17
0.462,0.0,242.4,2.0,0,0,0,29,1,0
0.358,0.114,241.62,1.4,0,0,0,9,7,0
0.43,0.234,244.62,2.0,0,0,1,25,4,1
3.636,0.086,237.39,17.0,0,0,0,12,10,0
0.376,0.076,243.59,1.6,0,0,0,16,10,0
0.304,0.0,244.77,1.4,0,0,1,28,3,1
0.336,0.188,242.54,1.6,0,1,1,2,6,2
1.778,0.238,241.34,7.4,1,0,18,17,6,19
1.318,0.0,243.55,5.4,0,0,18,1,4,18
0.568,0.274,236.26,2.6,0,0,0,13,5,0
0.424,0.062,241.5,2.0,0,0,1,9,7,1
0.18,0.062,240.71,0.8,0,0,1,7,9,1
0.252,0.13,241.08,1.2,0,0,1,22,7,1
0.306,0.064,242.51,1.4,0,0,0,10,7,0
2.466,0.0,239.61,10.2,0,0,19,5,2,19
0.242,0.0,242.49,1.0,0,0,1,27,8,1
0.548,0.058,242.06,2.4,0,1,1,7,5,2
1.756,0.088,243.22,7.6,3,0,0,9,1,3
1.358,0.21,238.53,5.6,0,0,17,28,8,17
0.398,0.138,239.92,1.8,0,0,1,27,6,1
0.372,0.082,234.39,1.6,0,0,0,15,5,0
0.41,0.144,243.32,1.8,0,0,1,24,4,1
0.238,0.05,234.14,1.0,0,0,0,7,6,0
5.07,0.284,237.5,21.4,39,0,17,16,1,56
0.398,0.066,242.9,1.8,0,0,0,5,3,0
1.464,0.092,242.23,6.0,1,1,19,27,2,21
1.624,0.27,240.64,7.8,0,0,11,18,6,11
1.462,0.0,241.95,6.0,0,0,18,26,1,18
0.35,0.054,244.4,1.4,0,0,1,16,4,1
1.426,0.0,242.65,5.8,0,0,18,16,1,18
1.31,0.0,235.98,5.4,0,0,17,22,5,17
0.14,0.0,241.47,0.6,0,0,1,9,7,1
0.376,0.118,244.44,1.6,0,0,1,4,3,1
0.64,0.126,241.99,2.6,0,0,0,19,7,0
0.322,0.05,245.62,1.4,0,0,0,17,1,0
0.258,0.0,247.96,1.0,0,0,0,2,1,0
0.414,0.0,245.81,2.0,0,0,0,9,2,0
1.324,0.0,240.59,5.4,0,0,18,20,5,18
2.902,0.124,240.51,12.0,0,0,17,23,11,17
0.242,0.126,242.8,1.0,0,2,1,17,9,3
3.482,0.084,238.84,14.4,0,0,17,29,12,17
1.48,0.234,242.62,6.0,0,1,19,28,10,20
0.598,0.274,236.76,2.8,2,0,1,10,5,3
0.204,0.098,237.96,1.0,0,0,0,28,7,0
0.326,0.092,243.1,1.4,0,0,0,15,11,0
0.41,0.0,242.23,1.6,0,0,0,24,12,0
3.42,0.196,239.62,14.2,0,1,18,2,2,19
1.41,0.116,241.73,5.8,0,0,19,23,3,19
0.376,0.126,245.92,1.6,0,1,0,21,3,1
1.436,0.07,248.7,5.8,0,0,19,6,1,19
2.296,0.17,243.78,9.8,0,0,18,7,1,18
0.452,0.154,239.51,2.0,0,1,0,11,10,1
0.872,0.186,245.24,3.6,0,0,11,4,11,11
1.426,0.0,241.3,5.8,0,0,18,5,2,18
1.654,0.198,235.25,7.0,0,0,0,15,10,0
0.75,0.0,241.63,3.0,0,1,0,19,1,1
2.522,0.098,236.99,10.6,1,2,0,29,9,3
1.716,0.294,241.29,7.2,0,1,22,20,10,23
0.226,0.0,242.52,1.0,0,0,0,6,11,0
0.25,0.0,240.09,1.0,0,0,1,27,4,1
0.384,0.0,244.49,1.6,0,0,1,18,5,1
0.986,0.184,246.54,4.2,0,0,0,4,12,0
1.68,0.076,239.66,7.0,0,0,17,21,2,17
